OBJECT_ID	SA2022	Factor
B15686	A197108001	0.8876
B15551	A197109001	0.8995
B15565	A197110001	0.929
B15549	A197111001	0.8717
B16875	A197112001	0.8653
B17102	A207001001	0.9876
B16965	A207001002	0.9733
B18261	A207003002	1.0062
B16918	A207003001	0.998
B16988	A207004001	0.9777
B16837	A207004002	0.9376
B16858	A207005001/207005002	0.928
B16445	A207006001	1.0089
B14185	A207007002	0.913
B14323	A207007001	0.9131
B15568	A207008002	0.9437
B15567	A207008001	0.9162
B14228	A207009003	1.0438
B14226	A207009008	1.0465
B14230	A207009006	1.0474
B14227	A207009004	1.0256
B14225	A207009010	1.0318
B14229	A207009009	1.0463
B14869	A207009005	0.9728
B14329	A207009002	0.9519
B14330	A207009007/207009001	0.9371
B16033	A207010001	0.9419
B16032	A207010002	0.9285
B18244	A207011001	0.9489
B16991	A207011002	0.9017
B14189	A207012003	0.9688
B14188	A207012005/01	0.9163
B14186	A207012004	0.9396
B14187	A207012006	0.9152
B14841	A207012005/02	0.7251
B14324	A207012002	0.9628
B14325	A207012001/207012005/207012007	0.9193
B16446	A207013001	0.9476
B16865	A207013002	0.9456
B17099	A207014001	0.9993
B17101	A207014004	1.0061
B17100	A207014002	0.9815
B18126	A207014003	0.9527
B16932	A207015001/207022001	0.964
B17700	A207016001	0.9909
B16936	A207017001	0.9483
B15023	A207018001	0.9992
B15021	A207018002	1.0349
B15576	A207019003	0.934
B15580	A207019006	0.9084
B15578	A207019005	0.8732
B15582	A207019007	0.907
B15579	A207019004	0.8685
B15577	A207019008	0.8914
B15581	A207019002	0.8469
B15575	A207019001	0.8435
B15585	A207020003	0.9313
B15586	A207020001	0.9461
B15584	A207020002	0.9272
B15899	A207021002	0.9273
B16861	A207021001	0.9086
B16857	A207023001	0.9883
B16926	A207024001	1.0024
B07215	A207025002	0.8765
B06341	A207025001	0.9811
B06340	A207025006	0.918
B06339	A207025005	0.9445
B06343	A207025004	0.9769
B06342	A207025003	0.9801
B10300	A207026003	0.9246
B10307	A207026001	0.9742
B18596	A207026004	0.9332
B10306	A207026006	0.9622
B10301	A207026002/207026005	0.8746
B11473	A207027002	0.9507
B15572	A207027001/207027003/207027004	0.9463
B18595	A207027005	0.9661
B16930	A207028001	0.9453
B18128	A207029001	0.9814
B16933	A207029002	1.0125
B14177	A207030004	1.0177
B14180	A207030009	1.005
B14175	A207030007/207030008	0.9883
B14179	A207030002	1.003
B14176	A207030010	1.0085
B14178	A207030003	0.9699
B14183	A207030011/02	0.861
B14182	A207030011/01	0.8946
B14181	A207030013	0.9262
B14174	A207030008	0.9702
B14184	A207030005	0.8835
B14840	A207030014	0.8602
B14321	A207030001	0.9129
B14322	A207030006/207030005/207030011/207030012	0.9535
B11445	A207031006	0.9051
B11444	A207031005	0.9959
B11446	A207031004	0.9914
B11789	A207031002	0.9013
B11477	A207031001	0.8989
B11443	A207031003	0.7968
B16451	A207032002	0.9879
B16759	A207032001	0.9593
B16452	A207032003	0.9701
B08595	A207033003	0.9635
B08446	A207033001	1.0021
B08445	A207033002	0.9424
B16866	A207034001	0.9495
B16863	A207035001	0.9167
B15015	A207036002	0.9928
B14312	A207036001	0.9545
B15569	A207037002	0.9269
B15570	A207037003	0.9024
B15571	A207037001	0.867
B14327	A207038008	0.9165
B14326	A207038003/01	0.8443
B14817	A207038001/207038005	0.9448
B14191	A207038007	0.9376
B14816	A207038004	0.8679
B14192	A207038002	0.9156
B14832	A207038003/02	0.9406
B14190	A207038006	0.7723
B16992	A207039001	0.9655
B16859	A207040002	0.9484
B16860	A207040001	0.912
B15573	A207041002	1.093
B15574	A207041001	0.9458
B08574	A207042002	1.2265
B08451	A207042001	1.0102
B08452	A207042003	0.9706
B08575	A207043004	0.9612
B08440	A207043001	1.0155
B08441	A207043003	0.967
B08442	A207043002	0.9731
B15771	A207044001	0.8256
B17701	A207045001	0.9521
B08427	A207046001	0.9318
B08443	A207046002	1.014
B07218	A207047007	1.3777
B06327	A207047005/207047010	0.9856
B06328	A207047011	0.9822
B06326	A207047002/207047003	0.969
B07216	A207047009	0.9526
B07217	A207047004	0.9722
B06337	A207047008	0.9753
B06338	A207047006	0.9907
B08444	A207047001	0.9533
B16030	A207048001	0.9509
B16760	A207049001	0.9974
B17705	A207049002	0.9051
B14316	A207050005	0.9531
B14314	A207050004	0.9086
B14320	A207050006	0.9165
B14315	A207050007	0.9148
B14319	A207050003	0.8972
B14317	A207050010	0.9254
B14318	A207050001/207050002	0.8018
B14173	A207050009	0.9963
B15008	A207050008	0.8332
B17699	A207051001	0.9859
B16031	A207052001	0.9581
B16990	A207052002	0.9409
B16761	A207053001	1.01
B16934	A207053002	0.9672
B16758	A207054001	0.9527
B14257	A207055015	1.017
B14831	A207055001	0.8812
B14255	A207055002	0.9038
B14336	A207055012	0.8186
B14337	A207055006	0.9259
B14338	A207055011	0.9217
B14815	A207055004/207055008	0.8321
B14254	A207055007	0.8663
B14260	A207055010	0.8345
B14339	A207055005	0.8307
B14256	A207055009	0.8301
B14259	A207055003	0.9897
B15007	A207055013	0.9874
B14261	A207055014	0.961
B14258	A207055016	0.9391
B16028	A207056001	0.9599
B16029	A207056002	0.9662
B16929	A207057001	0.9781
B18127	A207057002	0.9877
B16441	A207058001	0.995
B16442	A207058002	0.9291
B11475	A207059002	0.8962
B11474	A207059003	0.8975
B11476	A207059001	0.8241
B08593	A207060003	0.9947
B08429	A207060007	0.842
B08450	A207060004	0.8989
B08448	A207060005	0.9192
B08447	A207060001	0.9308
B08428	A207060006	0.9344
B08449	A207060002	0.9139
B18249	A207061005	0.9524
B15770	A207061002	0.9769
B16867	A207061001/207061003	0.9709
B15769	A207061004	0.9211
B16931	A207062001	0.9388
B16766	A207064001	1.0086
B16928	A207065002	0.9935
B16927	A207065001	1.0904
B14935	A207066002	0.9754
B14936	A207066003	0.9893
B14313	A207066001	0.9335
B16128	A207067001	0.9603
B15583	A207068001	0.9366
B16034	A207069001	0.9683
B16862	A207070001	0.9331
B14246	A207082004	1.4897
B14239	A207082002	1.2856
B14235	A207082003	1.226
B14244	A207082010	1.1671
B14237	A207082022	1.165
B14245	A207082013	1.1349
B14238	A207082017	1.1286
B14232	A207082023	1.1022
B14240	A207082012	1.046
B14231	A207082011	1.0432
B14248	A207082008	1.0382
B14247	A207082018	1.0362
B14233	A207082015	1.0196
B14234	A207082020	1.011
B14241	A207082014	1.0096
B14249	A207082009	1.0093
B14251	A207082007	0.9986
B14242	A207082016	0.9983
B14331	A207082021	0.9964
B14250	A207082001	0.9927
B14236	A207082019	0.9852
B14243	A207082005/207082006	0.9613
B14157	A207081024	1.32
B14154	A207081010	1.2852
B14166	A207081005	1.2228
B14164	A207081004	1.0433
B14171	A207081009	1.0417
B14172	A207081021/02	1.0353
B14153	A207081022	1.034
B18904	A207081025	1.031
B14311	A207081007	1.0253
B14170	A207081023	1.0228
B14156	A207081003	1.022
B14167	A207081006	1.0202
B14158	A207081008	1.0176
B14160	A207081002	1.0118
B14161	A207081001	1.008
B14159	A207081018	0.9997
B14169	A207081019	0.9979
B14165	A207081012	0.9961
B14155	A207081016	0.9895
B14152	A207081021/01	0.9883
B14310	A207081015	0.9856
B14309	A207081013	0.9845
B14163	A207081011/207081020	0.9803
B14162	A207081014	0.9624
B14168	A207081017	0.9427
B14203	A207071006	1.2258
B14214	A207071002	1.2226
B14216	A207071022	1.1345
B14199	A207071028	1.0422
B14200	A207071011	1.0399
B14202	A207071033	1.0375
B14193	A207071010	1.0359
B14210	A207071027	1.0323
B14215	A207071001	1.0269
B14206	A207071031	1.0195
B14198	A207071013	1.0195
B14212	A207071009	1.0117
B14220	A207071020	1.0109
B14211	A207071004/207071026	1.006
B14219	A207071032	1.0057
B14328	A207071034	1.1312
B14205	A207071015	1.0046
B14207	A207071003	0.9989
B14194	A207071019	0.9988
B14196	A207071030	0.9963
B14218	A207071025	0.9963
B14224	A207071029	0.9961
B14209	A207071005	0.9955
B14217	A207071024	0.9913
B14222	A207071021	0.9897
B14223	A207071008	0.9888
B14208	A207071007	0.9845
B14197	A207071017	0.9437
B14195	A207071018	0.9406
B14204	A207071014	0.9396
B14201	A207071016	0.9197
B14213	A207071012	0.9195
B14221	A207071023	0.9181
B16765	A207072001	0.949
B18544	A207073001/02	0.964
B16856	A207073001/01	0.9403
B16443	A207074001	0.9577
B17702	A207063001/207075001	0.9859
B16987	A207076001	0.9628
B14980	A207077011	1.3499
B14979	A207077009	1.2585
B14335	A207077008	1.0764
B14982	A207077004	1.0641
B14253	A207077012	1.0597
B14252	A207077010	1.0532
B14981	A207077005	1.0451
B14332	A207077002	0.9352
B14334	A207077001	0.951
B14333	A207077003	0.9204
B14983	A207077006	1.0363
B14978	A207077007	1.0271
B16864	A207078001	0.9249
B16444	A207079001	0.9308
B16935	A207080001	0.9822
B14933	A217001001	0.9138
B14741	A217001002	0.8356
B17898	A217002001	0.8321
B18003	A217003001	0.8678
B18060	A217004001	0.8178
B17286	A217005001	0.8605
B17989	A217005002	0.8102
B06198	A217006003	0.9349
B06199	A217006002	0.843
B06200	A217006005	0.8952
B06212	A217006001	0.8373
B06213	A217006004	0.8262
B15001	A217007002	0.9244
B13662	A217007001	0.8224
B18063	A217008002	0.8599
B18410	A217008001	0.8425
B13627	A217009009	0.7897
B18723	A217009006	0.7779
B18722	A217009005	0.7753
B18727	A217009012	0.7738
B18726	A217009011	0.7603
B18720	A217009003	0.7588
B18772	A217009007	0.7395
B18725	A217009010	0.7377
B18718	A217009001	0.726
B18721	A217009004	0.7119
B18719	A217009002	0.6923
B18724	A217009008	0.6701
B18728	A217010001	1.148
B18006	A217011001	0.8908
B13661	A217010003	0.8971
B13660	A217010002	0.8987
B18005	A217011002	0.8529
B16566	A217012001	0.9174
B16565	A217012002	0.8188
B18376	A217013002	0.8045
B18375	A217013001	0.857
B18371	A217014001	0.8289
B14846	A217015003	0.8378
B13685	A217015002	0.7897
B13908	A217015001	0.7951
B18373	A217016002	0.8465
B18374	A217016003	0.8243
B18475	A217016001	0.8384
B16488	A217017001	0.9048
B10572	A217018002/02	0.8351
B10571	A217018002/01/217018003	0.839
B10165	A217018001	0.8359
B17997	A217019001	0.8175
B16461	A217020001	0.841
B17902	A217020002	0.8131
B18313	A217021001	0.9266
B17897	A217022001	0.8239
B17899	A217022002	0.8146
B18423	A217023001	0.9079
B18420	A217023002	0.9039
B14870	A217024003	0.8523
B13909	A217024004/217024001	0.9107
B13910	A217024001	0.8607
B13911	A217024002	0.8517
B18310	A217025001	0.8656
B18065	A217025002	0.8149
B13673	A217026004	0.8997
B13904	A217026003	0.9003
B13906	A217026002	0.8821
B13905	A217026001	0.8756
B17881	A217027001	0.8134
B17200	A217027002	0.8121
B18020	A217028001	0.8407
B15407	A217029001	0.8515
B14704	A217030003	0.8971
B14813	A217030001	0.9145
B14829	A217030004	1.0406
B14675	A217030005	0.9476
B14703	A217030002	0.8578
B13598	A217031002	0.9388
B14889	A217031005	0.875
B13597	A217031003	0.8549
B13652	A217031004	0.8222
B13653	A217031001	0.8382
B18026	A217032001	0.827
B18022	A217033001	0.8807
B18088	A217034001	0.8133
B08101	A217035002	0.946
B08102	A217035001/217035003	0.8597
B17894	A217036001	0.8241
B17502	A217037001	0.8832
B17420	A217037002	0.8333
B11218	A217038002	0.9133
B11285	A217038004	0.8418
B11217	A217038001	0.8867
B11216	A217038005	0.8742
B11286	A217038003	0.8727
B11160	A217039002	1.0803
B11785	A217039003	0.9033
B11180	A217039001	0.8045
B11255	A217042002/02	1.3463
B11257	A217042001	1.0517
B11256	A217042002/01	0.9964
B11254	A217042004	0.9864
B11290	A217042003	0.9841
B11291	A217042005	0.9583
B15415	A217040002	0.8646
B15414	A217040001	0.8333
B11278	A217041018	1.4187
B11275	A217041013	1.347
B11274	A217041006	1.346
B11269	A217041008	1.3054
B11276	A217041004/02	1.3051
B11273	A217041001	1.2759
B11281	A217041010	1.2734
B11267	A217041007	1.1792
B11268	A217041002	1.1152
B11280	A217041014	1.0802
B11270	A217041011	0.9971
B11271	A217041003	0.9954
B11279	A217041005	0.9919
B11272	A217041015	0.9851
B11296	A217041009	0.984
B11780	A217041019	0.9807
B11277	A217041004/01	0.9779
B11266	A217041017	0.9769
B11298	A217041012	0.9703
B11297	A217041016	0.8637
B17293	A217043001	0.8674
B17895	A217044002	0.8381
B17896	A217044001	0.8128
B11158	A217045005	1.2442
B11739	A217045007	0.9009
B11159	A217045004	0.8971
B11157	A217045006	0.8914
B11178	A217045010	0.9056
B11179	A217045001	0.842
B11177	A217045002	0.8375
B11155	A217045003	0.8726
B11740	A217045009	0.8692
B11156	A217045008	0.8611
B11208	A217046004	1.2084
B11210	A217046008	1.0448
B11212	A217046009	0.9207
B11214	A217046006	0.9168
B11206	A217046007	0.9041
B11215	A217046003	0.9006
B11211	A217046010	0.8986
B11213	A217046005	0.8909
B11207	A217046001	0.8891
B11209	A217046002	0.8668
B13633	A217047005/217047001/217047003/217047004/217047002/217047006	0.9045
B13543	A217047003/217047004/217047002/217047006	0.85
B13629	A217047004/217047003/217047005	0.8411
B13630	A217047006/217047002	0.8277
B13632	A217047007	0.8183
B13631	A217047001/217047005	0.7962
B11283	A217048005	0.9353
B18580	A217048001/02	0.8997
B11282	A217048004	0.9267
B11299	A217048001/01	0.8919
B11301	A217048002	0.8997
B11300	A217048003	0.8749
B17885	A217049001	0.8863
B11777	A217050003	0.8803
B11154	A217050004	0.8079
B11175	A217050001	0.8888
B11176	A217050002	0.8344
B17990	A217051001	0.8249
B16538	A217052001	0.8444
B15418	A217053001	0.908
B15419	A217053003	0.8287
B15420	A217053002	0.8354
B18308	A217054001	0.8637
B18059	A217054002	0.8369
B11227	A217176002	1.0291
B11231	A217176018	0.9002
B11226	A217176017	0.8918
B11230	A217176005	0.8803
B11235	A217176004	0.8784
B11221	A217176001	0.8775
B11223	A217176011	0.877
B11225	A217176014	0.8753
B11224	A217176006	0.8745
B11236	A217176012	0.8732
B11222	A217176010	0.8713
B11219	A217176015	0.8664
B11229	A217176013	0.866
B11233	A217176003	0.8651
B11234	A217176016	0.8581
B11228	A217176008	0.8456
B11220	A217176007	0.8195
B11232	A217176009	0.8169
B11250	A217055018	1.1961
B11246	A217055017	1.0947
B11240	A217055008	0.9039
B11245	A217055011	0.885
B11242	A217055009	0.8842
B11252	A217055010	0.8735
B11237	A217055006	0.8735
B11289	A217055003	0.8541
B11287	A217055001	0.8212
B11288	A217055007	0.8104
B11251	A217055014	0.8653
B11244	A217055019	0.8619
B11774	A217055004	0.8568
B11253	A217055015	0.8489
B11249	A217055020	0.8489
B11243	A217055012	0.8207
B11238	A217055021	0.8032
B11248	A217055016	0.7999
B11241	A217055005	0.7859
B11247	A217055013	0.7577
B11239	A217055002	0.7577
B11204	A217056006	1.304
B11161	A217056001	1.1979
B11197	A217056008	1.1605
B11196	A217056005	1.1569
B11190	A217056021	1.0979
B11201	A217056009	1.0978
B11194	A217056004	1.097
B11181	A217056023	1.0963
B11205	A217056020	1.0923
B11182	A217056017	1.0313
B11202	A217056010	0.997
B11203	A217056014	0.9938
B11191	A217056018	0.9651
B11183	A217056012	0.8928
B11186	A217056024	0.8919
B11200	A217056013	0.8885
B11187	A217056026	0.8837
B11189	A217056025	0.8819
B11184	A217056003	0.8795
B11195	A217056022	0.8762
B11193	A217056019	0.8723
B11198	A217056011	0.8663
B11199	A217056015	0.8626
B11192	A217056016	0.8536
B11188	A217056002	0.8472
B11185	A217056007	0.9947
B18407	A217057001	0.8903
B18064	A217057002	0.8904
B17973	A217058002	0.8641
B17972	A217058001	0.86
B18307	A217059002	0.8596
B18409	A217059001	0.8129
B17779	A217060001	0.8499
B16551	A217060002	0.8209
B15413	A217061002	0.8472
B15412	A217061001	0.8297
B17877	A217062001	0.8907
B16484	A217063001	0.8756
B17884	A217064001	0.8595
B15393	A217065001	0.8285
B15394	A217065002	0.8008
B17974	A217066001	0.8217
B18274	A217066002	0.8203
B17888	A217067001	0.8599
B15416	A217068001	0.8742
B15417	A217068002	0.8453
B10586	A217069001/02	1.3392
B10483	A217069002	0.8415
B10505	A217069001/01	0.8567
B15406	A217070004	0.8513
B15404	A217070003	0.8302
B15405	A217070001	0.8225
B15403	A217070002	0.8051
B18495	A217071001	0.8235
B18494	A217071002	0.8259
B08581	A217072003/217072004	0.8956
B08099	A217072002	0.9374
B08098	A217072001	0.897
B14965	A217073001	1.2948
B14722	A217073002	0.9095
B18018	A217074001	0.8785
B18019	A217074002	0.9038
B06195	A217175003	0.9548
B06197	A217175004	1.1474
B06194	A217175001	0.9447
B06196	A217175002	0.9228
B17999	A217075001	0.8734
B16013	A217076001	0.9017
B17887	A217076002	0.8369
B07212	A217077003	0.8743
B06208	A217077001	0.8661
B07213	A217077002	0.8436
B18309	A217078002	0.8764
B18035	A217078001	0.8422
B17883	A217079001	0.8449
B17893	A217080001	0.8312
B08077	A217081001	0.8735
B08100	A217081003/217081002	0.8376
B17891	A217082002	0.8468
B17892	A217082001	0.8606
B18408	A217083001	0.8545
B16541	A217084001	0.902
B18066	A217085002	0.9067
B18311	A217085001	0.926
B07211	A217087003	0.8685
B06189	A217087002	0.8167
B06187	A217087001	0.8306
B06188	A217087004	0.8185
B17903	A217088001	0.8615
B13671	A217089010	0.8998
B13672	A217089003/01	0.8928
B13903	A217089003/02/217089006	0.8084
B13902	A217089002	0.8432
B13666	A217089005	0.8647
B13669	A217089007	0.8637
B13667	A217089009	0.8615
B13668	A217089012	0.8572
B13663	A217089011	0.8547
B13670	A217089008	0.8487
B13664	A217089001	0.8475
B13665	A217089004	0.8195
B17993	A217090002	0.8803
B17992	A217090001	0.8734
B17285	A217090003	0.827
B18411	A217091002	0.8519
B18413	A217091003	0.833
B18412	A217091001	0.8311
B15397	A217092002	0.8312
B15398	A217092001	0.7708
B11260	A217093001	1.1825
B11731	A217093003	1.0189
B11261	A217093004	0.9883
B11258	A217093002	0.9236
B11259	A217093008	0.9216
B11730	A217093009/217093007	0.9195
B11292	A217093005	0.8574
B11293	A217093006	0.838
B18404	A217094001	0.8728
B16480	A217095001	0.8442
B17421	A217095002	0.8271
B18369	A217096001	0.8791
B18370	A217096002	0.8158
B17900	A217097002	0.826
B17901	A217097001	0.8149
B15410	A217098002	0.861
B15411	A217098001	0.846
B07130	A217112004/01	0.8559
B07129	A217112002/01	0.8733
B07128	A217112003/01	0.8704
B06209	A217112005/01	0.8335
B07143	A217112001/01/217099001/217112002/217112003/217112005/217112001/217112004	0.8061
B18023	A217100002	0.9083
B18024	A217100001	0.8519
B18021	A217101001	0.8263
B17976	A217102001	0.8071
B17977	A217102002	0.8149
B07264	A217103003	1.295
B06150	A217103002	1.0434
B07263	A217103005	0.8869
B06191	A217103006	0.879
B06190	A217103004	1.1469
B06192	A217103001	0.8586
B17882	A217104001	0.8013
B16012	A217104002	0.799
B15428	A227057001	0.8243
B15429	A227057002	0.864
B14952	A217105001	0.8926
B13628	A217105002	0.8477
B15408	A217106001	0.8644
B15409	A217106002	0.8012
B18032	A217107001	0.8455
B16460	A217108001	0.8405
B16015	A217108002	0.8628
B15402	A217109001	0.822
B10150	A217110003	0.8907
B10147	A217110004	0.8959
B10149	A217110002	0.8504
B10148	A217110001	0.8326
B17904	A217111002	0.814
B17905	A217111001	0.8176
B18058	A217113001	0.8396
B18043	A217114001	0.8451
B13599	A217115002	0.9045
B13655	A217115001	0.8459
B13654	A217115003	0.7998
B17975	A217116001	0.8374
B17978	A217116002	0.8296
B17503	A217086001/217117001	0.8273
B14812	A217118002	1.2582
B14811	A217118003	1.1472
B13641	A217118001	0.8129
B15764	A217119002	0.8564
B15796	A217119001	0.8227
B14845	A217120001	0.8722
B15014	A217120003	0.8496
B13907	A217120002	0.7722
B10590	A217121002/03/217121004	1.2561
B10589	A217121002/02	1.0749
B10143	A217121003	0.948
B10142	A217121001	0.8794
B10141	A217121002/01	0.8913
B16550	A217122001	0.8568
B16539	A217123002	0.9337
B16540	A217123001	0.8987
B17504	A217124001	0.8975
B17289	A217124002	0.9209
B18401	A217125002	0.844
B18403	A217125001	0.8033
B18061	A217126002	0.8241
B18062	A217126001	0.8041
B18000	A217127001	0.8694
B17878	A217128001	0.8172
B10580	A217129002	0.8837
B10145	A217129004	0.8343
B10144	A217129001	0.8504
B10146	A217129003	0.8214
B11265	A217130002	0.9153
B11263	A217130005	0.8972
B11264	A217130006	0.8953
B11295	A217130003	0.8283
B11294	A217130004	0.8401
B11262	A217130001	0.8862
B16014	A217131002	0.8941
B17886	A217131001	0.8907
B18312	A217132001	0.8964
B18067	A217132002	0.8606
B18402	A217133002	0.8941
B18017	A217133001	0.831
B06207	A217134003	1.1881
B07103	A217134001/02	0.9015
B06205	A217134001/01	0.9092
B06206	A217134002	0.8965
B08068	A217177011	0.9966
B08076	A217177007	0.9634
B08094	A217177006	0.9008
B08095	A217177005	0.8994
B08074	A217177009	0.893
B08069	A217177012	0.8858
B08071	A217177008	0.8805
B08075	A217177010	0.88
B08066	A217177004	0.8745
B08072	A217177002	0.8689
B08067	A217177001	0.8641
B08070	A217177014	0.8614
B08073	A217177013	0.8559
B08093	A217177003	0.8551
B08556	A217135002	0.8333
B08554	A217135005	0.7998
B08552	A217135001/217135006	0.8276
B08551	A217135004	0.8268
B08553	A217135008	0.8346
B08555	A217135003	0.8013
B08550	A217135007	0.819
B08064	A217136019	1.2357
B08061	A217136009	1.2313
B08062	A217136023/02	1.0982
B08053	A217136020	1.0968
B08043	A217136006	1.0309
B08058	A217136023/01	0.9959
B08063	A217136004	0.9656
B08056	A217136001	0.8919
B08055	A217136021	0.8895
B08047	A217136022	0.8795
B08051	A217136018	0.8722
B08049	A217136008	0.8702
B08054	A217136015	0.8702
B08044	A217136013	0.8683
B08057	A217136010	0.8669
B08048	A217136007	0.8662
B08046	A217136002	0.8646
B08060	A217136003	0.8644
B08042	A217136016	0.8586
B08052	A217136005	0.8583
B08045	A217136017	0.8569
B08065	A217136011/02	0.821
B08059	A217136014	0.8036
B08050	A217136011/01/217136011/217136012	0.8013
B18421	A217137001	0.9403
B17879	A217137002	0.9001
B18729	A217138003	0.9222
B08096	A217138001	0.9058
B08097	A217138002	0.846
B18733	A217139008	0.9614
B18730	A217139001/217139002	0.8538
B08092	A217139004	0.8506
B08091	A217139006	0.7937
B08090	A217139007/217139002/217139005	0.7708
B18732	A217139005	0.8291
B18736	A217139011/217139006/217139002	0.8228
B18735	A217139010	0.8023
B18734	A217139009	0.7869
B18731	A217139003/217139009	0.7714
B18441	A217140002	0.8819
B18440	A217140001	0.889
B15422	A217141002	0.8453
B15421	A217141001	0.8287
B17971	A217142002	0.8888
B16489	A217142001	0.8752
B07340	A217143004	1.0891
B06193	A217143005	0.9579
B07341	A217143003	0.9503
B06204	A217143002	0.8116
B06203	A217143001	0.8099
B18422	A217144001	0.8987
B15401	A217145001	0.8936
B15400	A217145002	0.851
B15399	A217145003	0.8267
B16543	A217146001	0.856
B18549	A217147001/02	0.886
B16487	A217147001/01	0.8471
B18025	A217148001	0.8395
B16542	A217149001	0.8918
B15396	A217150002	0.8156
B15395	A217150001	0.839
B15795	A217151001	0.8276
B13582	A217152015	1.4464
B13588	A217152010	1.4114
B13590	A217152017	1.2646
B13592	A217152019	1.262
B14943	A217152018	1.2612
B13586	A217152020	1.2285
B13578	A217152011	1.108
B13583	A217152026	1.104
B13591	A217152005	1.0736
B14944	A217152024	1.0711
B13580	A217152025	1.0703
B13645	A217152009	0.9837
B14941	A217152014	0.9768
B13587	A217152003	0.9726
B14942	A217152021	0.9706
B13577	A217152001	0.9672
B13584	A217152022/217152006	0.9627
B14940	A217152013/217152012	0.9627
B13589	A217152023	0.9592
B13579	A217152007	0.952
B13581	A217152012	0.9499
B13643	A217152004	0.8845
B13644	A217152002	0.8326
B13642	A217152016	0.8456
B13585	A217152008	0.945
B18087	A217153001	0.8373
B18493	A217154001	0.8835
B11305	A227084001	0.813
B11306	A227084003	0.8669
B11284	A227084002	0.859
B17889	A217155001	0.922
B13650	A217156006	1.1147
B13651	A217156003	1.0583
B13593	A217156001	0.9291
B13648	A217156007/01	0.9252
B13649	A217156002	0.9221
B13596	A217156005	0.8973
B18565	A217156007/02	0.8925
B13595	A217156004	0.884
B13594	A217156008	0.8566
B18566	A217156009	0.8078
B16479	A217157001	0.9103
B18368	A217157002	0.8487
B14961	A217158003	0.9419
B13646	A217158002	0.8612
B13647	A217158001	0.8636
B17995	A217159003	0.862
B18002	A217159002	0.8237
B17996	A217159001	0.813
B18372	A217160001	0.8876
B16482	A217160002	0.8792
B13638	A217161003	0.8281
B13639	A217161002	0.8129
B13637	A217161007	0.8201
B13636	A217161004	0.8066
B13574	A217161006	0.8898
B13575	A217161005	0.8741
B14810	A217161001	0.867
B13551	A217162024	1.2521
B13557	A217162017	1.1817
B13545	A217162010	1.1198
B13553	A217162023	1.1164
B13635	A217162032	1.1152
B13567	A217162022	1.1141
B13566	A217162003	1.0538
B13544	A217162002	1.0525
B13559	A217162030	0.9862
B13560	A217162005	0.9857
B13550	A217162026	0.9299
B13554	A217162011	0.9247
B13573	A217162020	0.9224
B13568	A217162018	0.9208
B13571	A217162008	0.9179
B13634	A217162009	0.9166
B13572	A217162021	0.9157
B13546	A217162027	0.9131
B13570	A217162014	0.9122
B13555	A217162025	0.9116
B13569	A217162019	0.9095
B13548	A217162004	0.9027
B13565	A217162015	0.9015
B13562	A217162016	0.8969
B13564	A217162013	0.8961
B13561	A217162007	0.8944
B13547	A217162006	0.8942
B13563	A217162012	0.8822
B13552	A217162001	0.879
B13549	A217162028	0.8779
B13558	A217162029	0.8672
B13556	A217162031	0.8538
B18030	A217163001	0.8685
B13609	A217164008	1.4098
B13608	A217164006	1.409
B13605	A217164007	1.3306
B13613	A217164004	1.2301
B13612	A217164005	1.1672
B13610	A217164002	1.1661
B13602	A217164001	1.1051
B13606	A217164011	1.0722
B13607	A217164012	0.9837
B13604	A217164003	0.9769
B13611	A217164009	0.9365
B13603	A217164010	0.9285
B15010	A217165001	1.165
B15009	A217165006	0.9843
B13600	A217165008	0.9786
B13601	A217165007	0.9548
B13657	A217165004	0.8376
B13659	A217165005	0.8322
B13658	A217165002	0.8236
B13656	A217165003	0.8433
B13684	A217166003	1.265
B13675	A217166011	1.224
B13676	A217166010	1.0711
B13683	A217166002	1.0706
B13681	A217166006	1.0669
B13682	A217166007	0.9786
B13674	A217166009	0.9453
B13680	A217166001	0.9437
B13677	A217166004	0.9405
B13679	A217166008	0.9373
B13678	A217166005	0.9335
B16481	A217167002	0.8434
B16567	A217167001	0.8279
B07193	A217168001	0.8881
B06210	A217168003	0.8632
B15423	A217168004	0.8414
B06211	A217168002	0.8119
B16564	A217169001	0.8635
B14945	A217170002	0.9166
B13900	A217170003	0.9073
B13901	A217170001	0.8488
B13576	A217171001/01	0.8802
B14986	A217171001/02	0.8924
B13640	A217171002	0.8318
B17890	A217172001	0.8336
B18001	A217173001	0.835
B08089	A217174002	0.9029
B08088	A217174001	0.8097
B18737	A217174003	0.7877
B04343	A097002002	0.9304
B04346	A097002001	0.9211
B04344	A097002003	0.9081
B04345	A097002004	0.906
B10506	A227001001	0.8816
B10507	A227001005	0.803
B10493	A227001002/227001004	0.8755
B10588	A227001003	0.8955
B17390	A227002001	0.919
B06246	A227003003	0.9318
B06245	A227003001/227003005	0.9363
B07194	A227003006	1.1204
B07195	A227003004/227003002	0.8904
B13754	A228001006	1.8035
B13749	A228001001	1.7249
B13752	A228001004	1.7194
B13751	A228001002	1.6765
B13747	A228001005	1.6
B13746	A228001008	1.5434
B13753	A228001007	1.4821
B13748	A228001003	1.3179
B13750	A228001009	1.1566
B13686	A228002001/228006001	1.1993
B14754	A228003001	1.2806
B17770	A227004001	0.9266
B16580	A227005001	0.845
